OEP,CATEGORÍA,ESPECIALIDAD,PLAZAS,RESERVA DISCAPACIDAD,TOTAL PLAZAS,FECHA PUBLICACIÓN BOJA,ENLACE,ACCESO LIBRE/PROMOCIÓN INTERNA
2018,,FEA OBSTETRICIA Y GINECOLOGÍA,2,0,2,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,FEA OFTALMOLOGÍA,2,0,2,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,FEA ONCOLOGÍA MÉDICA,1,0,1,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,FEA OTORRINOLARINGOLOGÍA ,2,0,2,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,FEA PEDIATRÍA,7,1,8,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,FEA PSICOLOGÍA CLÍNICA,2,0,2,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,FEA PSIQUIATRÍA,2,0,2,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,FEA RADIODIAGNÓSTICO,2,0,2,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,FEA RADIOFÍSICA HOSPITALARIA,1,0,1,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,FEA REUMATOLOGÍA,1,0,1,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,FEA UROLOGÍA,2,0,2,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,FISIOTERAPEUTA,7,1,8,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,LIMPIADOR/A,4,1,5,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,MAESTRO/A INDUSTRIAL (JF. EQUIPO),3,1,4,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,MEDICO/A DE ADMISIÓN Y DOCUMENTACIÓN CLÍNICA,1,0,1,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,MEDICO/A DE FAMILIA DE ATENCIÓN PRIMARIA,54,6,60,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,MEDICO/A DE FAMILIA EN UNIDADES DE URGENCIA HOSPITALARIA,3,1,4,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,MONITOR/A,1,0,1,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,ODONTOESTOMATÓLOGO/A DE ATENCIÓN PRIMARIA,2,0,2,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,PEÓN,1,0,1,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,PERSONAL DE LAVANDERÍA Y PLANCHADO,8,1,9,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,PERSONAL DE OFICIO COSTURERA,3,1,4,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,PINCHE,38,4,42,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,TÉCNICO/A DE FUNCIÓN ADMINISTRATIVA OPCIÓN ADMINISTRACIÓN GENERAL,4,1,5,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,TÉCNICO/A ESPECIALISTA EN ANATOMÍA PATOLÓGICA,1,0,1,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,TÉCNICO/A ESPECIALISTA EN LABORATORIO,11,2,13,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,TÉCNICO/A ESPECIALISTA EN MANTENIMIENTO DE EDIFICIOS E INSTALACIONES INDUSTRIALES,11,2,13,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,TÉCNICO/A ESPECIALISTA EN RADIODIAGNÓSTICO,6,1,7,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,TÉCNICO/A FUNCIÓN ADMINISTRATIVA ECONOMÍA/ESTADÍSTICA,2,0,2,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,TÉCNICO/A FUNCIÓN ADMINISTRATIVA ORGANIZACIÓN/GESTIÓN,1,0,1,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,"TÉCNICO/A GESTIÓN DOCUMENTAL, BIBLIOTECA Y ARCHIVO",1,0,1,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,TÉCNICO/A MANTENIMIENTO ACABADOS CONSTRUCCIÓN,1,0,1,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,TÉCNICO/A MEDIO – GESTIÓN DE FUNCIÓN ADMINISTRATIVA OPCIÓN ADMINISTRACIÓN GENERAL,5,1,6,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,TÉCNICO/A SUPERIOR EN ALOJAMIENTO,1,1,2,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,TELEFONISTA,10,1,11,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,TERAPEUTA OCUPACIONAL,1,1,2,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2018,,TRABAJADOR/A SOCIAL,3,1,4,Boletín número 227 de 23/11/2018,https://juntadeandalucia.es/boja/2018/227/BOJA18-227-00009-19175-01_00146418.pdf ,PROMOCIÓN INTERNA
2017 Convocatoria extraordinaria,,ALERGOLOGÍA,14,,14,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,ANÁLISIS CLÍNICOS,29,,29,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,ANATOMÍA PATOLÓGICA,45,,45,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,ANESTESIOLOGÍA Y REANIMACIÓN,225,,225,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,ANGIOLOGÍA Y CIRUGÍA VASCULAR,16,,16,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,APARATO DIGESTIVO,76,,76,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,BIOQUÍMICA CLÍNICA,17,,17,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,CARDIOLOGÍA,77,,77,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,CIRUGÍA CARDIOVASCULAR,15,,15,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,CIRUGÍA GENERAL Y APARATO DIGESTIVO,138,,138,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,CIRUGÍA ORAL Y MAXILOFACIAL,19,,19,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,124,,124,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,CIRUGÍA PEDIÁTRICA,16,,16,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,CIRUGÍA PLÁSTICA Y REPARADORA,18,,18,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,CIRUGÍA TORÁCICA,11,,11,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,DERMATOLOGÍA MÉDIC.-QUIRÚRGICA Y VENEREOLOGÍA,35,,35,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,ENDOCRINOLOGÍA Y NUTRICIÓN,33,,33,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,FARMACOLOGÍA CLÍNICA,3,,3,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,FARMACIA HOSPITALARIA,57,,57,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,GENÉTICA CLÍNICA,7,,7,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,HEMATOLOGÍA Y HEMOTERAPIA,73,,73,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,INMUNOLOGÍA,6,,6,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,MEDICINA FÍSICA Y REHABILITACIÓN,70,,70,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,MEDICINA INTENSIVA,101,,101,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,MEDICINA INTERNA,178,,178,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,MEDICINA NUCLEAR,20,,20,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,MEDICINA PREVENTIVA Y SALUD PÚBLICA,16,,16,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,MICROBIOLOGÍA Y PARASITOLOGÍA,33,,33,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,NEFROLOGÍA,51,,51,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,NEUMOLOGÍA,50,,50,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,NEUROCIRUGÍA,26,,26,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,NEUROFISIOLOGÍA CLÍNICA,25,,25,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,NEUROLOGÍA,52,,52,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,OBSTETRICIA Y GINECOLOGÍA,171,,171,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,OFTALMOLOGÍA,96,,96,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,ONCOLOGÍA MÉDICA,47,,47,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,ONCOLOGÍA RADIOTERÁPICA,30,,30,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,OTORRINOLARINGOLOGÍA,62,,62,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,PEDIATRÍA,165,,165,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,PSICOLOGÍA CLÍNICA,77,,77,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,PSIQUIATRÍA,149,,149,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,RADIODIAGNÓSTICO,135,,135,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,RADIOFARMACIA,2,,2,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,RADIOFÍSICA HOSPITALARIA,25,,25,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,REUMATOLOGÍA,33,,33,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,UROLOGÍA,73,,73,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,MÉDICO/A DEL TRABAJO,1,,1,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,MÉDICO/A DE FAMILIA DE ATENCIÓN PRIMARIA,1216,,1216,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,"MÉDICO/A DE FAMILIA EN CENTROS DE TRANSFUSIÓN, TEJIDOS Y CÉLULAS",35,,35,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,MÉDICO/A DE FAMILIA SCCU,281,,281,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,MÉDICO/A DE ADMISIÓN Y DOCUMENTACIÓN CLÍNICA,15,,15,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,ODONTO-ESTOMATÓLOGO/A DE ATENCIÓN PRIMARIA,41,,41,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,PEDIATRA DE ATENCIÓN PRIMARIA,233,,233,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,EPIDEMIÓLOGO/A DE ATENCIÓN PRIMARIA,4,,4,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,"FARMACÉUTICO/A DE ATENCIÓN PRIMARIA,",19,,19,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,TÉCNICO/A SUPERIOR NUTRICIÓN Y CONTROL DE ALIMENTOS,5,,5,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,FARMACÉUTICO/A A4,154,,154,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,VETERINARIO/A A4,110,,110,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,ENFERMERO/A ESPECIALISTA MATRÓN,122,,122,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,ENFERMERO/A ESPECIALISTA TRABAJO,1,,1,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,ENFERMERO/A,4023,,4023,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,FISIOTERAPEUTA,172,,172,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,TÉCNICO/A ESPECIALISTA EN LOGOFONIATRÍA,16,,16,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,TERAPEUTA OCUPACIONAL,36,,36,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,TÉCNICO/A ESPECIALISTA EN ANATOMÍA PATOLÓGICA,65,,65,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,TÉCNICO/A ESPECIALISTA EN DIETÉTICA,16,,16,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,TÉCNICO/A ESPECIALISTA EN DOCUMENTACIÓN SANITARIA,108,,108,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,TÉCNICO/A ESPECIALISTA EN LABORATORIO,379,,379,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,MEDICINA NUCLEAR,28,,28,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,ORTOPEDIA,2,,2,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,TÉCNICO/A ESPECIALISTA EN RADIODIAGNÓSTICO,338,,338,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,TÉCNICO/A ESPECIALISTA EN RADIOTERAPIA,79,,79,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,TÉCNICO/A EN FARMACIA,172,,172,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,AUXILIAR DE ENFERMERÍA,2833,,2833,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,INGENIERO/A SUPERIOR,3,,3,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,TÉCNICO/A DE SALUD EDUCACIÓN PARA LA SALUD Y PARTICIPACIÓN COMUNITARIA,2,,2,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,TÉCNICO/A DE SALUD SANIDAD.AMBIENTAL,4,,4,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,TÉCNICO/A FUNCIÓN ADMINISTRATIVA ADMINISTRACIÓN GENERAL,46,,46,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,TÉCNICO/A FUNCIÓN ADMINISTRATIVA ECONOMÍA/ESTADÍSTICA,14,,14,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
